Date,Tweets,Likes
20240807-0225,0,0
20240807-0230,0,0
20240807-0235,0,0
20240807-0240,0,0
20240807-0245,0,0
20240807-0250,0,0
20240807-0255,0,0
20240807-0300,0,0
20240807-0305,0,0
20240807-0310,0,0
20240807-0315,0,0
20240807-0320,0,0
20240807-0325,0,0
20240807-0330,0,0
20240807-0335,0,0
20240807-0340,0,0
20240807-0345,0,0
20240807-0350,0,0
20240807-0355,0,0
20240807-0400,0,0
20240807-0405,0,0
20240807-0410,0,0
20240807-0415,0,0
20240807-0420,0,0
20240807-0425,0,0
20240807-0430,0,0
20240807-0435,0,0
20240807-0440,0,0
20240807-0445,0,0
20240807-0450,0,0
20240807-0455,0,0
20240807-0500,0,0
20240807-0505,0,0
20240807-0510,0,0
20240807-0515,0,0
20240807-0520,0,0
20240807-0525,0,0
20240807-0530,0,0
20240807-0535,0,0
20240807-0540,0,0
20240807-0545,0,0
20240807-0550,0,0
20240807-0555,0,0
20240807-0600,0,0
20240807-0605,0,0
20240807-0610,0,0
20240807-0615,0,0
20240807-0620,0,0
20240807-0625,0,0
20240807-0630,0,0
20240807-0635,0,0
20240807-0640,0,0
20240807-0645,0,0
20240807-0650,0,0
20240807-0655,0,0
20240807-0700,0,0
20240807-0705,0,0
20240807-0710,0,0
20240807-0715,0,1
20240807-0720,0,0
20240807-0725,5,10
20240807-0730,2,6
20240807-0735,0,0
20240807-0740,0,0
20240807-0745,0,0
20240807-0750,0,0
20240807-0755,0,0
20240807-0800,0,0
20240807-0805,0,0
20240807-0810,0,0
20240807-0815,0,0
20240807-0820,0,0
20240807-0825,0,0
20240807-0830,0,0
20240807-0835,0,0
20240807-0840,0,0
20240807-0845,0,0
20240807-0850,0,0
20240807-0855,0,0
20240807-0900,0,0
20240807-0905,0,0
20240807-0910,0,0
20240807-0915,0,0
20240807-0920,0,0
20240807-0925,0,0
20240807-0930,1,1
20240807-0935,0,0
20240807-0940,0,0
20240807-0945,0,0
20240807-0950,0,0
20240807-0955,0,0
20240807-1000,0,0
20240807-1005,0,0
20240807-1010,0,0
20240807-1015,0,0
20240807-1020,0,0
20240807-1025,0,0
20240807-1030,0,-1
20240807-1035,0,0
20240807-1040,0,0
20240807-1045,0,0
20240807-1050,0,0
20240807-1055,0,0
20240807-1100,0,0
20240807-1105,0,0
20240807-1110,0,0
20240807-1115,0,0
20240807-1120,0,0
20240807-1125,0,0
20240807-1130,0,0
20240807-1135,0,3
20240807-1140,0,0
20240807-1145,0,0
20240807-1150,0,0
20240807-1155,0,0
20240807-1200,0,0
20240807-1205,0,0
20240807-1210,0,0
20240807-1215,0,0
20240807-1220,0,0
20240807-1225,0,0
20240807-1230,0,0
20240807-1235,0,0
20240807-1240,0,0
20240807-1245,0,0
20240807-1250,0,0
20240807-1255,0,0
20240807-1300,0,0
20240807-1305,0,0
20240807-1310,0,0
20240807-1315,0,0
20240807-1320,0,0
20240807-1325,0,0
20240807-1330,0,0
20240807-1335,0,0
20240807-1340,0,0
20240807-1345,0,0
20240807-1350,0,0
20240807-1355,0,0
20240807-1400,0,0
20240807-1405,0,0
20240807-1410,0,0
20240807-1415,0,0
20240807-1420,0,0
20240807-1425,0,0
20240807-1430,0,0
20240807-1435,0,0
20240807-1440,0,0
20240807-1445,0,0
20240807-1450,0,0
20240807-1455,0,0
20240807-1500,0,1
20240807-1505,0,0
20240807-1510,0,0
20240807-1515,0,0
20240807-1520,0,0
20240807-1525,0,0
20240807-1530,0,0
20240807-1535,0,0
20240807-1540,0,0
20240807-1545,0,1
20240807-1550,1,0
20240807-1555,0,0
20240807-1600,0,0
20240807-1605,1,1
20240807-1610,0,0
20240807-1615,0,0
20240807-1620,0,0
20240807-1625,0,0
20240807-1630,0,0
20240807-1635,0,0
20240807-1640,0,0
20240807-1645,0,0
20240807-1650,0,0
20240807-1655,0,0
20240807-1700,0,0
20240807-1705,0,0
20240807-1710,0,0
20240807-1715,0,0
20240807-1720,0,0
20240807-1725,0,0
20240807-1730,0,0
20240807-1735,0,0
20240807-1740,0,0
20240807-1745,0,0
20240807-1750,0,0
20240807-1755,0,0
20240807-1800,0,0
20240807-1805,0,0
20240807-1810,0,0
20240807-1815,0,0
20240807-1820,0,0
20240807-1825,0,0
20240807-1830,0,0
20240807-1835,0,0
20240807-1840,0,0
20240807-1845,0,0
20240807-1850,0,0
20240807-1855,0,0
20240807-1900,0,0
20240807-1905,0,0
20240807-1910,0,0
20240807-1915,0,0
20240807-1920,0,0
20240807-1925,0,0
20240807-1930,0,0
20240807-1935,0,0
20240807-1940,0,0
20240807-1945,0,0
20240807-1950,0,0
20240807-1955,0,0
20240807-2000,0,0
20240807-2005,0,0
20240807-2010,0,0
20240807-2015,0,0
20240807-2020,0,0
20240807-2025,0,0
20240807-2030,0,0
20240807-2035,0,0
20240807-2040,0,0
20240807-2045,0,0
20240807-2050,0,0
20240807-2055,0,0
20240807-2100,0,0
20240807-2105,0,0
20240807-2110,0,0
20240807-2115,0,0
20240807-2120,0,0
20240807-2125,0,0
20240807-2130,0,0
20240807-2135,0,0
20240807-2140,0,0
20240807-2145,0,0
20240807-2150,0,0
20240807-2155,3,3
20240807-2200,0,1
20240807-2205,2,7
20240807-2210,3,6
20240807-2215,4,3
20240807-2220,2,3
20240807-2225,0,0
20240807-2230,0,0
20240807-2235,0,0
20240807-2240,0,0
20240807-2245,0,0
20240807-2250,0,0
20240807-2255,0,0
20240807-2300,0,0
20240807-2305,0,0
20240807-2310,0,0
20240807-2315,0,0
20240807-2320,0,0
20240807-2325,0,0
20240807-2330,0,0
20240807-2335,0,0
20240807-2340,0,0
20240807-2345,0,0
20240807-2350,0,0
20240807-2355,0,0
20240808-0000,0,0
20240808-0005,0,0
20240808-0010,0,0
20240808-0015,0,0
20240808-0020,0,0
20240808-0025,0,0
20240808-0030,0,0
20240808-0035,0,0
20240808-0040,0,0
20240808-0045,0,0
20240808-0050,0,0
20240808-0055,0,0
20240808-0100,0,0
20240808-0105,0,0
20240808-0110,0,2
20240808-0115,2,7
20240808-0120,2,4
20240808-0125,3,5
20240808-0130,1,4
20240808-0135,1,8
20240808-0140,0,0
20240808-0145,0,0
20240808-0150,0,0
20240808-0155,2,5
20240808-0200,0,1
20240808-0205,3,5
20240808-0210,0,3
20240808-0215,0,0
20240808-0220,0,0
20240808-0225,0,0
20240808-0230,1,1
20240808-0235,2,2
20240808-0240,-1,5
20240808-0245,1,6
20240808-0250,1,5
20240808-0255,1,4
20240808-0300,0,2
20240808-0305,0,0
20240808-0310,0,0
20240808-0315,0,0
20240808-0320,0,0
20240808-0325,0,0
20240808-0330,0,0
20240808-0335,0,0
20240808-0340,0,1
20240808-0345,0,0
20240808-0350,0,0
20240808-0355,0,0
20240808-0400,0,0
20240808-0405,0,0
20240808-0410,0,0
20240808-0415,0,0
20240808-0420,0,0
20240808-0425,0,0
20240808-0430,0,0
20240808-0435,0,0
20240808-0440,0,0
20240808-0445,0,0
20240808-0450,0,0
20240808-0455,0,0
20240808-0500,0,0
20240808-0505,0,0
20240808-0510,0,0
20240808-0515,0,0
20240808-0520,0,0
20240808-0525,0,0
20240808-0530,0,0
20240808-0535,0,0
20240808-0540,0,0
20240808-0545,0,0
20240808-0550,0,0
20240808-0555,0,0
20240808-0600,0,0
20240808-0605,0,0
20240808-0610,0,0
20240808-0615,0,0
20240808-0620,0,0
20240808-0625,0,0
20240808-0630,0,0
20240808-0635,0,0
20240808-0640,0,0
20240808-0645,0,0
20240808-0650,0,0
20240808-0655,0,0
20240808-0700,0,0
20240808-0705,0,0
20240808-0710,0,0
20240808-0715,0,0
20240808-0720,0,0
20240808-0725,0,0
20240808-0730,0,0
20240808-0735,0,0
20240808-0740,0,0
20240808-0745,0,0
20240808-0750,0,0
20240808-0755,0,0
20240808-0800,0,0
20240808-0805,0,0
20240808-0810,0,0
20240808-0815,0,0
20240808-0820,0,0
20240808-0825,0,0
20240808-0830,0,0
20240808-0835,0,0
20240808-0840,0,0
20240808-0845,0,0
20240808-0850,0,0
20240808-0855,0,0
20240808-0900,0,0
20240808-0905,1,3
20240808-0910,1,4
20240808-0915,0,6
20240808-0920,2,4
20240808-0925,1,5
20240808-0930,0,0
20240808-0935,0,0
20240808-0940,0,0
20240808-0945,0,0
20240808-0950,0,0
20240808-0955,0,0
20240808-1000,0,0
20240808-1005,0,0
20240808-1010,0,0
20240808-1015,0,0
20240808-1020,0,0
20240808-1025,0,0
20240808-1030,0,0
20240808-1035,0,0
20240808-1040,0,0
20240808-1045,0,0
20240808-1050,0,0
20240808-1055,0,0
20240808-1100,0,0
20240808-1105,0,0
20240808-1110,0,0
20240808-1115,0,0
20240808-1120,0,0
20240808-1125,0,0
20240808-1130,0,0
20240808-1135,0,0
20240808-1140,0,0
20240808-1145,0,0
20240808-1150,0,0
20240808-1155,0,0
20240808-1200,0,0
20240808-1205,0,0
20240808-1210,0,0
20240808-1215,0,0
20240808-1220,0,0
20240808-1225,0,0
20240808-1230,0,0
20240808-1235,0,0
20240808-1240,0,0
20240808-1245,0,0
20240808-1250,0,0
20240808-1255,0,0
20240808-1300,0,0
20240808-1305,0,0
20240808-1310,0,0
20240808-1315,0,0
20240808-1320,0,0
20240808-1325,0,0
20240808-1330,0,0
20240808-1335,0,0
20240808-1340,0,0
20240808-1345,0,0
20240808-1350,0,0
20240808-1355,0,0
20240808-1400,0,0
20240808-1405,0,0
20240808-1410,0,0
20240808-1415,0,0
20240808-1420,0,0
20240808-1425,0,0
20240808-1430,0,0
20240808-1435,0,0
20240808-1440,0,0
20240808-1445,0,0
20240808-1450,0,0
20240808-1455,0,0
20240808-1500,0,0
20240808-1505,0,0
20240808-1510,0,0
20240808-1515,0,0
20240808-1520,0,0
20240808-1525,0,0
20240808-1530,0,0
20240808-1535,0,0
20240808-1540,0,0
20240808-1545,0,0
20240808-1550,0,0
20240808-1555,0,0
20240808-1600,0,0
20240808-1605,0,0
20240808-1610,1,0
20240808-1615,0,0
20240808-1620,0,0
20240808-1625,0,0
20240808-1630,1,1
20240808-1635,1,0
20240808-1640,0,0
20240808-1645,0,0
20240808-1650,0,0
20240808-1655,0,0
20240808-1700,0,0
20240808-1705,0,0
20240808-1710,0,0
20240808-1715,3,0
20240808-1720,1,0
20240808-1725,0,2
20240808-1730,0,0
20240808-1735,0,0
20240808-1740,0,0
20240808-1745,0,0
20240808-1750,1,1
20240808-1755,0,0
20240808-1800,0,0
20240808-1805,0,0
20240808-1810,0,0
20240808-1815,0,0
20240808-1820,0,0
20240808-1825,0,0
20240808-1830,0,0
20240808-1835,0,0
20240808-1840,0,0
20240808-1845,0,0
20240808-1850,0,0
20240808-1855,0,0
20240808-1900,0,0
20240808-1905,0,0
20240808-1910,0,0
20240808-1915,0,0
20240808-1920,0,0
20240808-1925,0,0
20240808-1930,0,0
20240808-1935,2,2
20240808-1940,0,0
20240808-1945,0,0
20240808-1950,0,0
20240808-1955,0,0
20240808-2000,0,0
20240808-2005,0,0
20240808-2010,0,0
20240808-2015,0,0
20240808-2020,0,0
20240808-2025,0,0
20240808-2030,0,1
20240808-2035,0,0
20240808-2040,0,0
20240808-2045,0,0
20240808-2050,0,0
20240808-2055,0,0
20240808-2100,0,0
20240808-2105,0,0
20240808-2110,0,0
20240808-2115,0,0
20240808-2120,0,0
20240808-2125,0,0
20240808-2130,0,2
20240808-2135,2,1
20240808-2140,0,3
20240808-2145,3,2
20240808-2150,2,1
20240808-2155,0,0
20240808-2200,0,0
20240808-2205,0,0
20240808-2210,1,1
20240808-2215,0,0
20240808-2220,0,0
20240808-2225,0,0
20240808-2230,0,0
20240808-2235,0,0
20240808-2240,0,0
20240808-2245,0,0
20240808-2250,0,0
20240808-2255,0,0
20240808-2300,0,0
20240808-2305,3,4
20240808-2310,0,0
20240808-2315,1,2
20240808-2320,2,7
20240808-2325,1,7
20240808-2330,1,8
20240808-2335,1,2
20240808-2340,0,3
20240808-2345,0,0
20240808-2350,0,0
20240808-2355,0,0
20240809-0000,0,0
20240809-0005,0,0
20240809-0010,0,0
20240809-0015,0,0
20240809-0020,0,0
20240809-0025,0,0
20240809-0030,0,0
20240809-0035,0,0
20240809-0040,0,0
20240809-0045,0,0
20240809-0050,0,0
20240809-0055,0,-1
20240809-0100,0,0
20240809-0105,0,0
20240809-0110,0,0
20240809-0115,0,0
20240809-0120,0,0
20240809-0125,0,0
20240809-0130,0,0
20240809-0135,0,0
20240809-0140,0,0
20240809-0145,0,0
20240809-0150,0,0
20240809-0155,0,0
20240809-0200,0,0
20240809-0205,0,0
20240809-0210,0,0
20240809-0215,0,0
20240809-0220,0,0
20240809-0225,0,0
20240809-0230,0,0
20240809-0235,0,0
20240809-0240,0,0
20240809-0245,0,0
20240809-0250,0,0
20240809-0255,0,0
20240809-0300,0,0
20240809-0305,0,0
20240809-0310,0,0
20240809-0315,0,0
20240809-0320,0,0
20240809-0325,0,0
20240809-0330,0,0
20240809-0335,0,0
20240809-0340,0,0
20240809-0345,0,0
20240809-0350,0,0
20240809-0355,0,0
20240809-0400,0,0
20240809-0405,0,0
20240809-0410,0,0
20240809-0415,0,0
20240809-0420,0,0
20240809-0425,0,0
20240809-0430,0,0
20240809-0435,0,0
20240809-0440,0,0
20240809-0445,0,0
20240809-0450,0,0
20240809-0455,0,0
20240809-0500,0,0
20240809-0505,0,0
20240809-0510,0,0
20240809-0515,0,0
20240809-0520,0,0
20240809-0525,0,0
20240809-0530,0,0
20240809-0535,0,0
20240809-0540,0,0
20240809-0545,0,0
20240809-0550,0,0
20240809-0555,0,0
20240809-0600,0,0
20240809-0605,0,0
20240809-0610,0,0
20240809-0615,0,0
20240809-0620,0,0
20240809-0625,0,0
20240809-0630,0,0
20240809-0635,0,0
20240809-0640,0,0
20240809-0645,0,0
20240809-0650,0,0
20240809-0655,0,0
20240809-0700,0,0
20240809-0705,1,3
20240809-0710,0,4
20240809-0715,1,2
20240809-0720,0,3
20240809-0725,0,0
20240809-0730,0,0
20240809-0735,1,1
20240809-0740,2,2
20240809-0745,1,2
20240809-0750,0,0
20240809-0755,0,0
20240809-0800,4,1
20240809-0805,1,6
20240809-0810,1,8
20240809-0815,2,5
20240809-0820,0,5
20240809-0825,0,0
20240809-0830,0,0
20240809-0835,0,0
20240809-0840,0,-1
20240809-0845,0,0
20240809-0850,0,0
20240809-0855,0,0
20240809-0900,0,0
20240809-0905,0,0
20240809-0910,0,0
20240809-0915,0,0
20240809-0920,0,0
20240809-0925,0,1
20240809-0930,0,0
20240809-0935,0,0
20240809-0940,1,1
20240809-0945,2,0
20240809-0950,2,0
20240809-0955,2,3
20240809-1000,4,3
20240809-1005,1,2
20240809-1010,5,2
20240809-1015,0,0
20240809-1020,0,0
20240809-1025,0,0
20240809-1030,3,2
20240809-1035,0,0
20240809-1040,1,2
20240809-1045,0,0
20240809-1050,0,0
20240809-1055,0,0
20240809-1100,0,0
20240809-1105,0,0
20240809-1110,0,0
20240809-1115,0,0
20240809-1120,0,0
20240809-1125,0,0
20240809-1130,0,0
20240809-1135,0,0
20240809-1140,0,3
20240809-1145,0,3
20240809-1150,2,2
20240809-1155,0,1
20240809-1200,0,0
20240809-1205,1,0
20240809-1210,4,6
20240809-1215,5,5
20240809-1220,2,7
20240809-1225,0,4
20240809-1230,1,8
20240809-1235,0,2
20240809-1240,0,0
20240809-1245,0,0
20240809-1250,0,0
20240809-1255,0,0
20240809-1300,0,0
20240809-1305,0,0
20240809-1310,0,0
20240809-1315,0,0
20240809-1320,0,0
20240809-1325,0,0
20240809-1330,0,0
20240809-1335,0,0
20240809-1340,0,0
20240809-1345,0,0
20240809-1350,0,0
20240809-1355,0,0
20240809-1400,0,0
20240809-1405,0,0
20240809-1410,0,0
20240809-1415,0,0
20240809-1420,0,0
20240809-1425,0,0
20240809-1430,0,0
20240809-1435,0,0
20240809-1440,0,0
20240809-1445,0,0
20240809-1450,0,0
20240809-1455,0,0
20240809-1500,0,0
20240809-1505,0,0
20240809-1510,0,0
20240809-1515,0,0
20240809-1520,0,0
20240809-1525,0,0
20240809-1530,0,0
20240809-1535,0,0
20240809-1540,0,0
20240809-1545,0,0
20240809-1550,0,0
20240809-1555,0,0
20240809-1600,0,0
20240809-1605,0,0
20240809-1610,0,0
20240809-1615,0,0
20240809-1620,0,0
20240809-1625,0,0
20240809-1630,0,0
20240809-1635,0,0
20240809-1640,0,0
20240809-1645,0,0
20240809-1650,0,0
20240809-1655,0,0
20240809-1700,0,0
20240809-1705,0,0
20240809-1710,0,0
20240809-1715,0,0
20240809-1720,0,0
20240809-1725,0,0
20240809-1730,0,0
20240809-1735,1,1
20240809-1740,0,0
20240809-1745,0,0
20240809-1750,0,0
20240809-1755,0,0
20240809-1800,0,0
20240809-1805,0,0
20240809-1810,0,0
20240809-1815,0,0
20240809-1820,0,0
20240809-1825,0,0
20240809-1830,0,0
20240809-1835,0,0
20240809-1840,0,0
20240809-1845,0,0
20240809-1850,0,0
20240809-1855,0,0
20240809-1900,0,0
20240809-1905,0,0
20240809-1910,0,0
20240809-1915,0,0
20240809-1920,0,0
20240809-1925,0,0
20240809-1930,0,0
20240809-1935,0,0
20240809-1940,0,0
20240809-1945,0,0
20240809-1950,1,4
20240809-1955,0,1
20240809-2000,0,0
20240809-2005,0,0
20240809-2010,0,0
20240809-2015,0,0
20240809-2020,0,0
20240809-2025,0,0
20240809-2030,0,0
20240809-2035,0,0
20240809-2040,0,0
20240809-2045,0,0
20240809-2050,0,0
20240809-2055,0,0
20240809-2100,0,0
20240809-2105,0,0
20240809-2110,0,0
20240809-2115,0,0
20240809-2120,0,0
20240809-2125,0,0
20240809-2130,0,0
20240809-2135,0,0
20240809-2140,0,0
20240809-2145,0,0
20240809-2150,2,1
20240809-2155,1,8
20240809-2200,2,4
20240809-2205,1,3
20240809-2210,4,5
20240809-2215,5,6
20240809-2220,3,4
20240809-2225,0,0
20240809-2230,0,0
20240809-2235,0,0
20240809-2240,0,1
20240809-2245,5,7
20240809-2250,4,7
20240809-2255,1,9
20240809-2300,2,1
20240809-2305,2,2
20240809-2310,0,0
20240809-2315,0,0
20240809-2320,0,0
20240809-2325,0,0
20240809-2330,2,11
20240809-2335,2,4
20240809-2340,0,4
20240809-2345,0,0
20240809-2350,0,0
20240809-2355,0,0
20240810-0000,0,0
20240810-0005,0,0
20240810-0010,0,0
20240810-0015,0,0
20240810-0020,0,-1
20240810-0025,0,0
20240810-0030,0,0
20240810-0035,0,0
20240810-0040,0,0
20240810-0045,0,0
20240810-0050,0,0
20240810-0055,0,0
20240810-0100,0,0
20240810-0105,0,0
20240810-0110,0,0
20240810-0115,0,0
20240810-0120,0,0
20240810-0125,0,0
20240810-0130,0,0
20240810-0135,0,0
20240810-0140,0,0
20240810-0145,0,0
20240810-0150,0,0
20240810-0155,0,0
20240810-0200,0,0
20240810-0205,0,0
20240810-0210,0,0
20240810-0215,0,0
20240810-0220,0,0
20240810-0225,0,0
20240810-0230,0,0
20240810-0235,0,0
20240810-0240,0,0
20240810-0245,0,0
20240810-0250,0,0
20240810-0255,0,0
20240810-0300,0,0
20240810-0305,0,0
20240810-0310,0,0
20240810-0315,0,0
20240810-0320,0,0
20240810-0325,0,0
20240810-0330,0,0
20240810-0335,0,0
20240810-0340,0,0
20240810-0345,0,0
20240810-0350,0,0
20240810-0355,0,0
20240810-0400,0,0
20240810-0405,0,0
20240810-0410,0,0
20240810-0415,0,0
20240810-0420,0,0
20240810-0425,0,0
20240810-0430,0,0
20240810-0435,0,0
20240810-0440,0,2
20240810-0445,3,8
20240810-0450,1,1
20240810-0455,2,6
20240810-0500,2,5
20240810-0505,0,0
20240810-0510,0,0
20240810-0515,0,0
20240810-0520,2,6
20240810-0525,4,8
20240810-0530,2,3
20240810-0535,0,3
20240810-0540,0,2
20240810-0545,5,6
20240810-0550,3,14
20240810-0555,3,4
20240810-0600,0,0
20240810-0605,1,2
20240810-0610,0,0
20240810-0615,0,0
20240810-0620,0,0
20240810-0625,0,0
20240810-0630,0,0
20240810-0635,0,0
20240810-0640,0,0
20240810-0645,0,0
20240810-0650,0,0
20240810-0655,1,0
20240810-0700,0,0
20240810-0705,1,0
20240810-0710,1,0
20240810-0715,0,0
20240810-0720,2,3
20240810-0725,0,0
20240810-0730,0,0
20240810-0735,0,0
20240810-0740,0,3
20240810-0745,0,0
20240810-0750,0,0
20240810-0755,0,0
20240810-0800,0,0
20240810-0805,0,0
20240810-0810,0,0
20240810-0815,1,0
20240810-0820,1,1
20240810-0825,2,1
20240810-0830,3,4
20240810-0835,3,6
20240810-0840,3,5
20240810-0845,3,5
20240810-0850,5,5
20240810-0855,0,4
20240810-0900,2,3
20240810-0905,0,1
20240810-0910,0,0
20240810-0915,0,0
20240810-0920,1,5
20240810-0925,1,3
20240810-0930,0,0
20240810-0935,0,0
20240810-0940,0,0
20240810-0945,0,0
20240810-0950,0,0
20240810-0955,0,0
20240810-1000,0,0
20240810-1005,0,0
20240810-1010,0,0
20240810-1015,0,0
20240810-1020,0,0
20240810-1025,2,2
20240810-1030,2,1
20240810-1035,0,0
20240810-1040,0,3
20240810-1045,0,2
20240810-1050,0,0
20240810-1055,0,0
20240810-1100,0,0
20240810-1105,0,0
20240810-1110,0,0
20240810-1115,0,0
20240810-1120,0,0
20240810-1125,0,0
20240810-1130,0,0
20240810-1135,0,0
20240810-1140,0,0
20240810-1145,0,0
20240810-1150,0,0
20240810-1155,0,0
20240810-1200,0,0
20240810-1205,1,0
20240810-1210,2,5
20240810-1215,3,2
20240810-1220,2,10
20240810-1225,6,10
20240810-1230,0,4
20240810-1235,2,3
20240810-1240,0,1
20240810-1245,0,1
20240810-1250,2,6
20240810-1255,5,6
20240810-1300,4,7
20240810-1305,2,5
20240810-1310,3,8
20240810-1315,2,3
20240810-1320,2,9
20240810-1325,1,3
20240810-1330,0,6
20240810-1335,2,13
20240810-1340,1,1
20240810-1345,0,2
20240810-1350,1,3
20240810-1355,0,0
20240810-1400,0,0
20240810-1405,0,0
20240810-1410,0,0
20240810-1415,0,0
20240810-1420,0,0
20240810-1425,0,0
20240810-1430,0,0
20240810-1435,0,0
20240810-1440,0,0
20240810-1445,0,0
20240810-1450,0,0
20240810-1455,0,0
20240810-1500,0,0
20240810-1505,0,0
20240810-1510,0,0
20240810-1515,0,0
20240810-1520,0,0
20240810-1525,0,0
20240810-1530,0,-2
20240810-1535,0,0
20240810-1540,0,0
20240810-1545,3,4
20240810-1550,0,0
20240810-1555,1,3
20240810-1600,3,3
20240810-1605,0,0
20240810-1610,0,0
20240810-1615,0,0
20240810-1620,0,0
20240810-1625,0,0
20240810-1630,0,0
20240810-1635,0,2
20240810-1640,3,6
20240810-1645,0,0
20240810-1650,1,5
20240810-1655,3,5
20240810-1700,1,5
20240810-1705,0,0
20240810-1710,0,0
20240810-1715,0,0
20240810-1720,0,0
20240810-1725,0,0
20240810-1730,0,-1
20240810-1735,0,0
20240810-1740,0,0
20240810-1745,0,0
20240810-1750,0,0
20240810-1755,0,0
20240810-1800,0,0
20240810-1805,0,0
20240810-1810,1,1
20240810-1815,0,0
20240810-1820,0,1
20240810-1825,1,4
20240810-1830,0,8
20240810-1835,1,1
20240810-1840,0,0
20240810-1845,0,0
20240810-1850,1,5
20240810-1855,1,1
20240810-1900,0,0
20240810-1905,3,2
20240810-1910,0,0
20240810-1915,0,0
20240810-1920,0,0
20240810-1925,0,0
20240810-1930,0,0
20240810-1935,0,0
20240810-1940,0,0
20240810-1945,0,0
20240810-1950,0,0
20240810-1955,0,0
20240810-2000,0,1
20240810-2005,0,0
20240810-2010,0,0
20240810-2015,0,0
20240810-2020,0,0
20240810-2025,0,0
20240810-2030,0,0
20240810-2035,0,0
20240810-2040,0,0
20240810-2045,0,0
20240810-2050,0,0
20240810-2055,0,0
20240810-2100,0,0
20240810-2105,0,0
20240810-2110,0,0
20240810-2115,0,0
20240810-2120,1,3
20240810-2125,0,0
20240810-2130,0,0
20240810-2135,0,0
20240810-2140,0,0
20240810-2145,0,0
20240810-2150,0,0
20240810-2155,0,0
20240810-2200,0,2
20240810-2205,3,8
20240810-2210,3,10
20240810-2215,1,7
20240810-2220,1,2
20240810-2225,0,0
20240810-2230,0,0
20240810-2235,0,0
20240810-2240,0,0
20240810-2245,0,0
20240810-2250,0,0
20240810-2255,0,0
20240810-2300,0,0
20240810-2305,0,0
20240810-2310,0,0
20240810-2315,0,-2
20240810-2320,0,1
20240810-2325,0,0
20240810-2330,1,6
20240810-2335,0,3
20240810-2340,2,2
20240810-2345,0,2
20240810-2350,0,0
20240810-2355,0,0
20240811-0000,0,0
20240811-0005,4,6
20240811-0010,0,1
20240811-0015,0,0
20240811-0020,0,0
20240811-0025,0,0
20240811-0030,0,0
20240811-0035,0,0
20240811-0040,0,0
20240811-0045,0,1
20240811-0050,0,-1
20240811-0055,0,0
20240811-0100,0,0
20240811-0105,0,0
20240811-0110,0,0
20240811-0115,0,0
20240811-0120,0,0
20240811-0125,0,0
20240811-0130,0,0
20240811-0135,1,2
20240811-0140,1,11
20240811-0145,0,1
20240811-0150,0,1
20240811-0155,0,0
20240811-0200,0,0
20240811-0205,0,0
20240811-0210,0,0
20240811-0215,0,0
20240811-0220,0,0
20240811-0225,0,0
20240811-0230,0,0
20240811-0235,0,0
20240811-0240,0,0
20240811-0245,0,0
20240811-0250,0,0
20240811-0255,0,0
20240811-0300,0,0
20240811-0305,0,0
20240811-0310,0,0
20240811-0315,0,0
20240811-0320,0,0
20240811-0325,0,0
20240811-0330,0,0
20240811-0335,0,0
20240811-0340,0,0
20240811-0345,0,0
20240811-0350,0,0
20240811-0355,0,0
20240811-0400,0,0
20240811-0405,0,0
20240811-0410,0,0
20240811-0415,0,0
20240811-0420,0,0
20240811-0425,0,0
20240811-0430,0,0
20240811-0435,0,0
20240811-0440,0,0
20240811-0445,0,0
20240811-0450,0,0
20240811-0455,0,0
20240811-0500,0,0
20240811-0505,0,0
20240811-0510,0,0
20240811-0515,0,-1
20240811-0520,0,0
20240811-0525,0,0
20240811-0530,0,0
20240811-0535,0,0
20240811-0540,0,0
20240811-0545,0,0
20240811-0550,0,0
20240811-0555,0,0
20240811-0600,0,0
20240811-0605,0,0
20240811-0610,0,0
20240811-0615,0,0
20240811-0620,0,0
20240811-0625,0,0
20240811-0630,0,0
20240811-0635,0,0
20240811-0640,0,0
20240811-0645,0,0
20240811-0650,0,2
20240811-0655,1,5
20240811-0700,2,7
20240811-0705,1,1
20240811-0710,1,4
20240811-0715,0,0
20240811-0720,0,0
20240811-0725,3,4
20240811-0730,0,0
20240811-0735,0,0
20240811-0740,0,0
20240811-0745,0,0
20240811-0750,0,0
20240811-0755,0,0
20240811-0800,0,0
20240811-0805,0,0
20240811-0810,0,0
20240811-0815,0,0
20240811-0820,0,0
20240811-0825,0,0
20240811-0830,0,0
20240811-0835,0,0
20240811-0840,0,0
